image_uri,image_id,product_set_id,product_id,product_category,product_display_name,labels,bounding_poly
gs://demo-product-seekeasy-images/20567950_hi,20567955,visualsearch-demo-product-set,001e4d3a-ba5b-43c5-8cf7-668501919cba,apparel,Star Wars The Mandalorian Grogu Happy Ears Womens T-Shirt,"color=NAVY,size=XL",
gs://demo-product-seekeasy-images/20688844_hi,20688848,visualsearch-demo-product-set,00208c67-86d6-4cf5-bec1-f18d6a2ee916,apparel,Marvel She-Hulk Really Green Womens Slouchy Sweatshirt,"color=BLACK,size=LG",
gs://demo-product-seekeasy-images/20516829_hi,20516837,visualsearch-demo-product-set,0020c0e9-8767-48bd-b793-ebeca182039a,apparel,Disney Villains Cruella Puppies Over Boyfriends T-Shirt,"color=BLACK,size=3XL",
gs://demo-product-seekeasy-images/33616851_hi,33617179,visualsearch-demo-product-set,0020eebf-e471-4618-9e26-814d070b8e60,apparel,Disney A Disney Mom Womens T-Shirt Plus Size,"color=BLACK,size=4XL",
gs://demo-product-seekeasy-images/32416909_hi,32417221,visualsearch-demo-product-set,00211d24-8b30-4136-8192-0214deda767e,apparel,Disney Donald Duck The One And Only Donald Big & Tall T-Shirt,"color=NAVYHTR,size=4XLT",
gs://demo-product-seekeasy-images/32380146_hi,32380462,visualsearch-demo-product-set,0021595b-0b73-4601-bc51-f685218a58e0,apparel,Marvel X-Men Colossus Portrait Rain  T-Shirt,"color=LTBLUE,size=SM",
gs://demo-product-seekeasy-images/14343860_hi,14343863,visualsearch-demo-product-set,0021e539-9a8f-4c98-a538-5bbd776b0d55,apparel,Disney Ralph Breaks The Internet Comfy Squad Selfie Womens T-Shirt,"color=NAVY,size=SM",
gs://demo-product-seekeasy-images/32432773_hi,32433233,visualsearch-demo-product-set,002201eb-3cdf-4ab8-994b-a3ef3b2c34bb,apparel,Coors Retro Label Womens T-Shirt Plus Size,"color=OCHRE,size=3XL",
gs://demo-product-seekeasy-images/20376979_hi,20376982,visualsearch-demo-product-set,00221220-d589-4789-bd96-9e24ea97f2ce,apparel,Cobra Kai Never Dies Emblem Sweatshirt,"color=BLACK,size=SM",
gs://demo-product-seekeasy-images/31017699_hi,31018070,visualsearch-demo-product-set,00224d8d-cac6-4d75-b61e-6f323bc337bb,apparel,Disney100 Halloween Mickey Mouse Halloween Group Long-Sleeve T-Shirt,"color=ATHHTR,size=LG",
gs://demo-product-seekeasy-images/15539604_hi,15539607,visualsearch-demo-product-set,00229cb5-06ec-4b00-9703-0ba88cf5aa92,apparel,Star Wars Starwars Rainbow Womens T-Shirt,"color=RED,size=SM",
gs://demo-product-seekeasy-images/20767954_hi,20767956,visualsearch-demo-product-set,0022b149-d89d-42e0-bac2-01793b37bb00,apparel,Nintendo Entertainment Controller Big & Tall T-Shirt,"color=ATHHTR,size=LT",
gs://demo-product-seekeasy-images/32777653_hi,32777925,visualsearch-demo-product-set,0022daff-619b-4e27-9544-70d50eb2252e,apparel,Alien Xenomorph XX121 Womens Oversized T-Shirt,"color=BLACK,size=XL",
gs://demo-product-seekeasy-images/19963908_hi,19963913,visualsearch-demo-product-set,002309e9-2cca-45fa-b6ff-f844003e9bfb,apparel,Addams Family Good Mood T-Shirt,"color=BLACK,size=XL",
